Chord Name,Chord Type,Ft-E,Ft-A,Ft-D,Ft-G,Ft-B,Ft-e,Fg-E,Fg-A,Fg-D,Fg-G,Fg-B,Fg-e,Fn-E,Fn-A,Fn-D,Fn-G,Fn-B,Fn-e,Fi-E,Fi-A,Fi-D,Fi-G,Fi-B,Fi-e,Fret Positions,Finger Positions,Notes,Sorted Intervals,Grouping
F7#11,7#11,x,6,7,8,6,7,x,1,2,4,1,3,,Eb,A,Eb,F,B,,b7,3,b7,1,b5,x-6-7-8-6-7,x-1-2-4-1-3,Eb A Eb F B,1 3 b5 b7 ,
F7#11,7#11,x,8,9,8,10,8,x,1,2,1,3,1,,F,B,Eb,A,C,,1,b5,b7,3,5,x-8-9-8-10-8,x-1-2-1-3-1,F B Eb A C,1 3 b5 5 b7 ,
F7#11,7#11,x,x,9,10,10,11,x,x,1,2,3,4,,,B,F,A,Eb,,,b5,1,3,b7,x-x-9-10-10-11,x-x-1-2-3-4,B F A Eb,1 3 b5 b7 ,
F7#5,7#5,1,x,1,2,2,x,0,0,2,3,4,0,F,,Eb,A,Db,,1,,b7,3,b6,,1-x-1-2-2-x,0-0-2-3-4-0,F Eb A Db,1 3 b6 b7 ,
F7#9,7#9,4,x,x,5,4,5,1,x,x,3,2,4,Ab,,,C,Eb,A,b3,,,5,b7,3,4-x-x-5-4-5,1-x-x-3-2-4,Ab C Eb A,b3 3 5 b7 ,
F7#9,7#9,13,15,13,14,13,16,1,3,1,2,1,4,F,C,Eb,A,C,Ab,1,5,b7,3,5,b3,13-15-13-14-13-16,1-3-1-2-1-4,F C Eb A C Ab,1 b3 3 5 b7 ,
F7#9,7#9,x,8,7,8,9,x,x,2,1,3,4,x,,F,A,Eb,Ab,,,1,3,b7,b3,,x-8-7-8-9-x,x-2-1-3-4-x,F A Eb Ab,1 b3 3 b7 ,
F7#9,7#9,x,12,13,13,13,13,x,1,3,3,3,3,,A,Eb,Ab,C,F,,3,b7,b3,5,1,x-12-13-13-13-13,x-1-3-3-3-3,A Eb Ab C F,1 b3 3 5 b7 ,
F7#9,7#9,x,x,3,2,4,4,x,x,2,1,3,4,,,F,A,Eb,Ab,,,1,3,b7,b3,x-x-3-2-4-4,x-x-2-1-3-4,F A Eb Ab,1 b3 3 b7 ,
F7b5,7b5,1,x,1,2,0,x,0,0,2,3,0,0,F,,Eb,A,B,,1,,b7,3,b5,,1-x-1-2-0-x,0-0-2-3-0-0,F Eb A B,1 3 b5 b7 ,
F7b5,7b5,7,x,7,8,6,x,2,x,3,4,1,x,B,,A,Eb,F,,b5,,3,b7,1,,7-x-7-8-6-x,2-x-3-4-1-x,B A Eb F,1 3 b5 b7 ,
F7b5,7b5,13,x,13,14,12,x,2,x,3,4,1,x,F,,Eb,A,B,,1,,b7,3,b5,,13-x-13-14-12-x,2-x-3-4-1-x,F Eb A B,1 3 b5 b7 ,
F7b5,7b5,x,8,9,8,10,x,x,1,2,1,4,x,,F,B,Eb,A,,,1,b5,b7,3,,x-8-9-8-10-x,x-1-2-1-4-x,F B Eb A,1 3 b5 b7 ,
F7b5,7b5,x,x,1,2,0,1,x,x,1,3,0,2,,,Eb,A,B,F,,,b7,3,b5,1,x-x-1-2-0-1,x-x-1-3-0-2,Eb A B F,1 3 b5 b7 ,
F7b5,7b5,x,x,3,4,4,5,x,x,1,2,3,4,,,F,B,Eb,A,,,1,b5,b7,3,x-x-3-4-4-5,x-x-1-2-3-4,F B Eb A,1 3 b5 b7 ,
F7b5(#9),7b5(#9),x,2,3,2,4,4,x,1,2,1,3,4,,B,F,A,Eb,Ab,,b5,1,3,b7,b3,x-2-3-2-4-4,x-1-2-1-3-4,B F A Eb Ab,1 b3 3 b5 b7 ,
F7b5(#9),7b5(#9),x,8,7,8,9,7,x,2,1,3,4,1,,F,A,Eb,Ab,B,,1,3,b7,b3,b5,x-8-7-8-9-7,x-2-1-3-4-1,F A Eb Ab B,1 b3 3 b5 b7 ,
F7b5(#9),7b5(#9),x,12,13,13,12,x,x,1,3,4,2,x,,A,Eb,Ab,B,,,3,b7,b3,b5,,x-12-13-13-12-x,x-1-3-4-2-x,A Eb Ab B,b3 3 b5 b7 ,
F7b5(#9),7b5(#9),x,x,1,2,0,4,x,x,1,2,0,4,,,Eb,A,B,Ab,,,b7,3,b5,b3,x-x-1-2-0-4,x-x-1-2-0-4,Eb A B Ab,b3 3 b5 b7 ,
F7b5(#9),7b5(#9),x,x,6,4,4,5,x,x,3,1,1,2,,,Ab,B,Eb,A,,,b3,b5,b7,3,x-x-6-4-4-5,x-x-3-1-1-2,Ab B Eb A,b3 3 b5 b7 ,
F7b9,7b9,5,x,4,5,4,x,2,x,1,3,1,x,A,,Gb,C,Eb,,3,,b2,5,b7,,5-x-4-5-4-x,2-x-1-3-1-x,A Gb C Eb,b2 3 5 b7 ,
F7b9,7b9,x,8,7,8,7,8,x,2,1,3,1,4,,F,A,Eb,Gb,C,,1,3,b7,b2,5,x-8-7-8-7-8,x-2-1-3-1-4,F A Eb Gb C,1 b2 3 5 b7 ,
F7b9,7b9,x,9,10,8,10,x,x,2,3,1,4,x,,Gb,C,Eb,A,,,b2,5,b7,3,,x-9-10-8-10-x,x-2-3-1-4-x,Gb C Eb A,b2 3 5 b7 ,
F7b9,7b9,x,x,3,2,4,2,0,0,2,1,4,1,,,F,A,Eb,Gb,,,1,3,b7,b2,x-x-3-2-4-2,0-0-2-1-4-1,F A Eb Gb,1 b2 3 b7 ,
F7b9,7b9,x,x,3,2,4,2,x,x,2,1,4,1,,,F,A,Eb,Gb,,,1,3,b7,b2,x-x-3-2-4-2,x-x-2-1-4-1,F A Eb Gb,1 b2 3 b7 ,
F7b9,7b9,x,x,10,11,10,12,x,x,1,3,2,4,,,C,Gb,A,E,,,5,b2,3,7,x-x-10-11-10-12,x-x-1-3-2-4,C Gb A E,b2 3 5 7 ,
F7sus4,7sus4,1,3,1,3,1,1,1,3,1,4,1,1,F,C,Eb,Bb,C,F,1,5,b7,4,5,1,1-3-1-3-1-1,1-3-1-4-1-1,F C Eb Bb C F,1 4 5 b7 ,
F7sus4,7sus4,x,6,x,5,6,6,x,2,x,1,3,4,,Eb,,C,F,Bb,,b7,,5,1,4,x-6-x-5-6-6,x-2-x-1-3-4,Eb C F Bb,1 4 5 b7 ,
F7sus4,7sus4,x,8,10,8,11,8,x,1,3,1,4,1,,F,C,Eb,Bb,C,,1,5,b7,4,5,x-8-10-8-11-8,x-1-3-1-4-1,F C Eb Bb C,1 4 5 b7 ,
F7sus4,7sus4,x,x,3,5,4,6,x,x,1,3,2,4,,,F,C,Eb,Bb,,,1,5,b7,4,x-x-3-5-4-6,x-x-1-3-2-4,F C Eb Bb,1 4 5 b7 ,
F7sus4,7sus4,x,x,10,10,11,11,x,x,1,1,3,3,,,C,F,Bb,Eb,,,5,1,4,b7,x-x-10-10-11-11,x-x-1-1-3-3,C F Bb Eb,1 4 5 b7 ,
F9,9,1,3,1,2,1,3,1,3,1,2,1,4,F,C,Eb,A,C,G,1,5,b7,3,5,2,1-3-1-2-1-3,1-3-1-2-1-4,F C Eb A C G,1 2 3 5 b7 ,
F9,9,3,0,3,2,1,1,0,0,4,2,1,1,G,A,F,A,C,F,2,3,1,3,5,1,3-0-3-2-1-1,0-0-4-2-1-1,G A F A C F,1 2 3 5 ,
F9,9,5,6,5,5,6,5,1,3,1,1,2,1,A,Eb,G,C,F,A,3,b7,2,5,1,3,5-6-5-5-6-5,1-3-1-1-2-1,A Eb G C F A,1 2 3 5 b7 ,
F9,9,11,10,10,10,10,x,2,1,1,1,1,0,Eb,G,C,F,A,,b7,2,5,1,3,,11-10-10-10-10-x,2-1-1-1-1-0,Eb G C F A,1 2 3 5 b7 ,
F9,9,13,x,13,12,10,x,3,x,4,2,1,x,F,,Eb,G,A,,1,,b7,2,3,,13-x-13-12-10-x,3-x-4-2-1-x,F Eb G A,1 2 3 b7 ,
F9,9,x,6,5,5,6,5,x,2,1,1,3,1,,Eb,G,C,F,A,,b7,2,5,1,3,x-6-5-5-6-5,x-2-1-1-3-1,Eb G C F A,1 2 3 5 b7 ,
F9,9,x,8,7,8,8,8,x,2,1,3,3,3,,F,A,Eb,G,C,,1,3,b7,2,5,x-8-7-8-8-8,x-2-1-3-3-3,F A Eb G C,1 2 3 5 b7 ,
F9,9,x,x,3,2,4,3,x,x,2,1,4,3,,,F,A,Eb,G,,,1,3,b7,2,x-x-3-2-4-3,x-x-2-1-4-3,F A Eb G,1 2 3 b7 ,
F9b5,9b5,5,x,5,4,4,x,2,x,3,1,1,x,A,,G,B,Eb,,3,,2,b5,b7,,5-x-5-4-4-x,2-x-3-1-1-x,A G B Eb,2 3 b5 b7 ,
F9b5,9b5,x,8,7,8,8,7,x,2,1,3,4,1,,F,A,Eb,G,B,,1,3,b7,2,b5,x-8-7-8-8-7,x-2-1-3-4-1,F A Eb G B,1 2 3 b5 b7 ,
F9b5,9b5,x,10,9,8,10,x,x,3,2,1,4,x,,G,B,Eb,A,,,2,b5,b7,3,,x-10-9-8-10-x,x-3-2-1-4-x,G B Eb A,2 3 b5 b7 ,
F9b5,9b5,x,12,13,12,12,13,x,1,2,1,1,3,,A,Eb,G,B,F,,3,b7,2,b5,1,x-12-13-12-12-13,x-1-2-1-1-3,A Eb G B F,1 2 3 b5 b7 ,
F9b5,9b5,x,x,1,2,0,3,x,x,1,2,0,4,,,Eb,A,B,G,,,b7,3,b5,2,x-x-1-2-0-3,x-x-1-2-0-4,Eb A B G,2 3 b5 b7 ,
F9sus4,9sus4,1,3,1,3,1,3,1,2,1,3,1,4,F,C,Eb,Bb,C,G,1,5,b7,4,5,2,1-3-1-3-1-3,1-2-1-3-1-4,F C Eb Bb C G,1 2 4 5 b7 ,
F9sus4,9sus4,13,x,13,12,11,x,3,x,4,2,1,x,F,,Eb,G,Bb,,1,,b7,2,4,,13-x-13-12-11-x,3-x-4-2-1-x,F Eb G Bb,1 2 4 b7 ,
F9sus4,9sus4,x,6,5,5,6,6,x,2,1,1,3,4,,Eb,G,C,F,Bb,,b7,2,5,1,4,x-6-5-5-6-6,x-2-1-1-3-4,Eb G C F Bb,1 2 4 5 b7 ,
F9sus4,9sus4,x,8,8,8,8,8,x,1,1,1,1,1,,F,Bb,Eb,G,C,,1,4,b7,2,5,x-8-8-8-8-8,x-1-1-1-1-1,F Bb Eb G C,1 2 4 5 b7 ,
F9sus4,9sus4,x,x,3,3,4,3,x,x,1,1,2,1,,,F,Bb,Eb,G,,,1,4,b7,2,x-x-3-3-4-3,x-x-1-1-2-1,F Bb Eb G,1 2 4 b7 ,
Fadd9,add9,8,x,7,10,8,x,2,x,1,4,3,x,C,,A,F,G,,5,,3,1,2,,8-x-7-10-8-x,2-x-1-4-3-x,C A F G,1 2 3 5 ,
Fadd9,add9,x,10,10,10,10,x,x,1,1,1,1,x,,G,C,F,A,,,2,5,1,3,,x-10-10-10-10-x,x-1-1-1-1-x,G C F A,1 2 3 5 ,
Fadd9,add9,x,12,x,12,13,13,x,1,x,2,3,4,,A,,G,C,F,,3,,2,5,1,x-12-x-12-13-13,x-1-x-2-3-4,A G C F,1 2 3 5 ,
Fadd9,add9,x,x,3,2,1,3,0,0,3,2,1,4,,,F,A,C,G,,,1,3,5,2,x-x-3-2-1-3,0-0-3-2-1-4,F A C G,1 2 3 5 ,
Fadd9,add9,x,x,3,2,1,3,x,x,3,2,1,4,,,F,A,C,G,,,1,3,5,2,x-x-3-2-1-3,x-x-3-2-1-4,F A C G,1 2 3 5 ,
Fadd9,add9,x,x,5,5,6,5,x,x,1,1,2,1,,,G,C,F,A,,,2,5,1,3,x-x-5-5-6-5,x-x-1-1-2-1,G C F A,1 2 3 5 ,
Fdim,dim,4,x,6,4,6,x,1,x,3,2,4,x,Ab,,Ab,B,F,,b3,,b3,b5,1,,4-x-6-4-6-x,1-x-3-2-4-x,Ab Ab B F,1 b3 b5 ,
Fdim,dim,x,11,9,10,9,x,x,3,1,2,1,x,,Ab,B,F,Ab,,,b3,b5,1,b3,,x-11-9-10-9-x,x-3-1-2-1-x,Ab B F Ab,1 b3 b5 ,
Fdim,dim,x,x,0,1,0,1,0,0,0,1,0,2,,,D,Ab,B,F,,,6,b3,b5,1,x-x-0-1-0-1,0-0-0-1-0-2,D Ab B F,1 b3 b5 6 ,
Fdim,dim,x,x,3,1,0,1,x,x,4,1,0,2,,,F,Ab,B,F,,,1,b3,b5,1,x-x-3-1-0-1,x-x-4-1-0-2,F Ab B F,1 b3 b5 ,
Fdim,dim,x,x,6,4,6,4,x,x,3,1,4,1,,,Ab,B,F,Ab,,,b3,b5,1,b3,x-x-6-4-6-4,x-x-3-1-4-1,Ab B F Ab,1 b3 b5 ,
Fdim,dim,x,x,9,10,9,7,x,x,2,4,3,1,,,B,F,Ab,B,,,b5,1,b3,b5,x-x-9-10-9-7,x-x-2-4-3-1,B F Ab B,1 b3 b5 ,
Fdim/D,dim/D,x,2,0,1,0,1,0,3,0,1,0,2,,B,D,Ab,B,F,,b5,6,b3,b5,1,x-2-0-1-0-1,0-3-0-1-0-2,B D Ab B F,1 b3 b5 6 ,
Fdim/D,dim/D,x,x,0,1,0,1,0,0,0,1,0,2,,,D,Ab,B,F,,,6,b3,b5,1,x-x-0-1-0-1,0-0-0-1-0-2,D Ab B F,1 b3 b5 6 ,
Fdim7,dim7,13,x,12,13,12,x,2,x,1,3,1,x,F,,D,Ab,B,,1,,6,b3,b5,,13-x-12-13-12-x,2-x-1-3-1-x,F D Ab B,1 b3 b5 6 ,
Fdim7,dim7,x,2,0,1,0,1,0,3,0,1,0,2,,B,D,Ab,B,F,,b5,6,b3,b5,1,x-2-0-1-0-1,0-3-0-1-0-2,B D Ab B F,1 b3 b5 6 ,
Fdim7,dim7,x,5,6,4,6,x,x,2,3,1,4,x,,D,Ab,B,F,,,6,b3,b5,1,,x-5-6-4-6-x,x-2-3-1-4-x,D Ab B F,1 b3 b5 6 ,
Fdim7,dim7,x,8,9,7,9,7,x,2,3,1,4,1,,F,B,D,Ab,B,,1,b5,6,b3,b5,x-8-9-7-9-7,x-2-3-1-4-1,F B D Ab B,1 b3 b5 6 ,
Fdim7,dim7,x,11,x,10,12,10,x,2,x,1,4,1,,Ab,,F,B,D,,b3,,1,b5,6,x-11-x-10-12-10,x-2-x-1-4-1,Ab F B D,1 b3 b5 6 ,
Fdim7,dim7,x,x,0,1,0,1,0,0,0,1,0,2,,,D,Ab,B,F,,,6,b3,b5,1,x-x-0-1-0-1,0-0-0-1-0-2,D Ab B F,1 b3 b5 6 ,
Fdim7,dim7,x,x,3,4,3,4,x,x,1,3,2,4,,,F,B,D,Ab,,,1,b5,6,b3,x-x-3-4-3-4,x-x-1-3-2-4,F B D Ab,1 b3 b5 6 ,
Fm,m,1,3,3,1,1,1,1,3,4,1,1,1,F,C,F,Ab,C,F,1,5,1,b3,5,1,1-3-3-1-1-1,1-3-4-1-1-1,F C F Ab C F,1 b3 5 ,
Fm,m,x,8,10,10,9,8,x,1,3,4,2,1,,F,C,F,Ab,C,,1,5,1,b3,5,x-8-10-10-9-8,x-1-3-4-2-1,F C F Ab C,1 b3 5 ,
Fm,m,x,11,10,10,9,x,x,4,2,3,1,x,,Ab,C,F,Ab,,,b3,5,1,b3,,x-11-10-10-9-x,x-4-2-3-1-x,Ab C F Ab,1 b3 5 ,
Fm,m,x,x,3,5,6,4,x,x,1,3,4,2,,,F,C,F,Ab,,,1,5,1,b3,x-x-3-5-6-4,x-x-1-3-4-2,F C F Ab,1 b3 5 ,
Fm,m,x,x,10,13,13,13,x,x,1,4,4,4,,,C,Ab,C,F,,,5,b3,5,1,x-x-10-13-13-13,x-x-1-4-4-4,C Ab C F,1 b3 5 ,
Fm(add9),m(add9),4,x,5,5,6,x,1,x,2,3,4,x,Ab,,G,C,F,,b3,,2,5,1,,4-x-5-5-6-x,1-x-2-3-4-x,Ab G C F,1 2 b3 5 ,
Fm(add9),m(add9),13,15,15,13,13,15,1,2,3,1,1,4,F,C,F,Ab,C,G,1,5,1,b3,5,2,13-15-15-13-13-15,1-2-3-1-1-4,F C F Ab C G,1 2 b3 5 ,
Fm(add9),m(add9),x,11,10,10,8,x,x,4,2,3,1,x,,Ab,C,F,G,,,b3,5,1,2,,x-11-10-10-8-x,x-4-2-3-1-x,Ab C F G,1 2 b3 5 ,
Fm(add9),m(add9),x,11,10,12,13,13,x,2,1,3,4,4,,Ab,C,G,C,F,,b3,5,2,5,1,x-11-10-12-13-13,x-2-1-3-4-4,Ab C G C F,1 2 b3 5 ,
Fm(add9),m(add9),x,x,3,1,1,3,x,x,3,1,1,4,,,F,Ab,C,G,,,1,b3,5,2,x-x-3-1-1-3,x-x-3-1-1-4,F Ab C G,1 2 b3 5 ,
Fm(maj7),m(maj7),1,3,2,1,1,1,1,3,2,1,1,1,F,C,E,Ab,C,F,1,5,7,b3,5,1,1-3-2-1-1-1,1-3-2-1-1-1,F C E Ab C F,1 b3 5 7 ,
Fm(maj7),m(maj7),13,x,14,13,13,x,1,x,4,2,3,x,F,,E,Ab,C,,1,,7,b3,5,,13-x-14-13-13-x,1-x-4-2-3-x,F E Ab C,1 b3 5 7 ,
Fm(maj7),m(maj7),x,8,6,5,5,x,x,4,2,1,1,x,,F,Ab,C,E,,,1,b3,5,7,,x-8-6-5-5-x,x-4-2-1-1-x,F Ab C E,1 b3 5 7 ,
Fm(maj7),m(maj7),x,8,10,9,9,8,x,1,4,2,3,1,,F,C,E,Ab,C,,1,5,7,b3,5,x-8-10-9-9-8,x-1-4-2-3-1,F C E Ab C,1 b3 5 7 ,
Fm(maj7),m(maj7),x,x,3,5,5,4,x,x,1,3,4,2,,,F,C,E,Ab,,,1,5,7,b3,x-x-3-5-5-4,x-x-1-3-4-2,F C E Ab,1 b3 5 7 ,
Fm11,m11,1,1,1,1,1,3,1,1,1,1,1,3,F,Bb,Eb,Ab,C,G,1,4,b7,b3,5,2,1-1-1-1-1-3,1-1-1-1-1-3,F Bb Eb Ab C G,1 2 b3 4 5 b7 ,
Fm11,m11,13,x,13,13,11,x,2,x,3,4,1,x,F,,Eb,Ab,Bb,,1,,b7,b3,4,,13-x-13-13-11-x,2-x-3-4-1-x,F Eb Ab Bb,1 b3 4 b7 ,
Fm11,m11,x,8,6,8,8,6,x,2,1,3,4,1,,F,Ab,Eb,G,Bb,,1,b3,b7,2,4,x-8-6-8-8-6,x-2-1-3-4-1,F Ab Eb G Bb,1 2 b3 4 b7 ,
Fm11,m11,x,8,8,8,9,8,x,1,1,1,2,1,,F,Bb,Eb,Ab,C,,1,4,b7,b3,5,x-8-8-8-9-8,x-1-1-1-2-1,F Bb Eb Ab C,1 b3 4 5 b7 ,
Fm11,m11,x,x,3,3,4,4,x,x,1,1,2,2,,,F,Bb,Eb,Ab,,,1,4,b7,b3,x-x-3-3-4-4,x-x-1-1-2-2,F Bb Eb Ab,1 b3 4 b7 ,
Fm13,m13,1,3,1,1,3,1,1,3,1,1,4,1,F,C,Eb,Ab,D,F,1,5,b7,b3,6,1,1-3-1-1-3-1,1-3-1-1-4-1,F C Eb Ab D F,1 b3 5 6 b7 ,
Fm13,m13,11,x,12,13,13,13,1,x,2,3,3,3,Eb,,D,Ab,C,F,b7,,6,b3,5,1,11-x-12-13-13-13,1-x-2-3-3-3,Eb D Ab C F,1 b3 5 6 b7 ,
Fm13,m13,x,5,x,5,4,4,x,2,x,3,1,1,,D,,C,Eb,Ab,,6,,5,b7,b3,x-5-x-5-4-4,x-2-x-3-1-1,D C Eb Ab,b3 5 6 b7 ,
Fm13,m13,x,6,6,7,8,8,x,1,1,2,3,4,,Eb,Ab,D,G,C,,b7,b3,6,2,5,x-6-6-7-8-8,x-1-1-2-3-4,Eb Ab D G C,2 b3 5 6 b7 ,
Fm13,m13,x,8,x,8,9,10,x,1,x,2,3,4,,F,,Eb,Ab,D,,1,,b7,b3,6,x-8-x-8-9-10,x-1-x-2-3-4,F Eb Ab D,1 b3 6 b7 ,
Fm6,m6,13,15,15,13,15,13,1,2,3,1,4,1,F,C,F,Ab,D,F,1,5,1,b3,6,1,13-15-15-13-15-13,1-2-3-1-4-1,F C F Ab D F,1 b3 5 6 ,
Fm6,m6,13,x,12,13,13,x,2,x,1,3,4,x,F,,D,Ab,C,,1,,6,b3,5,,13-x-12-13-13-x,2-x-1-3-4-x,F D Ab C,1 b3 5 6 ,
Fm6,m6,x,8,6,7,6,8,x,3,1,2,1,4,,F,Ab,D,F,C,,1,b3,6,1,5,x-8-6-7-6-8,x-3-1-2-1-4,F Ab D F C,1 b3 5 6 ,
Fm6,m6,x,x,0,1,1,1,0,0,0,1,1,1,,,D,Ab,C,F,,,6,b3,5,1,x-x-0-1-1-1,0-0-0-1-1-1,D Ab C F,1 b3 5 6 ,
Fm6,m6,x,x,0,1,1,1,x,x,0,1,1,1,,,D,Ab,C,F,,,6,b3,5,1,x-x-0-1-1-1,x-x-0-1-1-1,D Ab C F,1 b3 5 6 ,
Fm6,m6,x,x,3,5,3,4,x,x,1,3,1,2,,,F,C,D,Ab,,,1,5,6,b3,x-x-3-5-3-4,x-x-1-3-1-2,F C D Ab,1 b3 5 6 ,
Fm6/9,m6/9,x,8,6,7,8,x,x,3,1,2,4,x,,F,Ab,D,G,,,1,b3,6,2,,x-8-6-7-8-x,x-3-1-2-4-x,F Ab D G,1 2 b3 6 ,
Fm6/9,m6/9,x,11,12,12,13,13,x,1,2,2,3,3,,Ab,D,G,C,F,,b3,6,2,5,1,x-11-12-12-13-13,x-1-2-2-3-3,Ab D G C F,1 2 b3 5 6 ,
Fm6/9,m6/9,x,11,x,12,13,10,x,2,x,3,4,1,,Ab,,G,C,D,,b3,,2,5,6,x-11-x-12-13-10,x-2-x-3-4-1,Ab G C D,2 b3 5 6 ,
Fm6/9,m6/9,x,x,3,1,3,3,x,x,2,1,3,4,,,F,Ab,D,G,,,1,b3,6,2,x-x-3-1-3-3,x-x-2-1-3-4,F Ab D G,1 2 b3 6 ,
Fm6/9,m6/9,x,x,5,7,6,4,x,x,2,4,3,1,,,G,D,F,Ab,,,2,6,1,b3,x-x-5-7-6-4,x-x-2-4-3-1,G D F Ab,1 2 b3 6 ,
Fm7,m7,1,3,1,1,1,1,1,3,1,1,1,1,F,C,Eb,Ab,C,F,1,5,b7,b3,5,1,1-3-1-1-1-1,1-3-1-1-1-1,F C Eb Ab C F,1 b3 5 b7 ,
Fm7,m7,1,3,3,1,4,1,1,2,3,1,4,1,F,C,F,Ab,Eb,F,1,5,1,b3,b7,1,1-3-3-1-4-1,1-2-3-1-4-1,F C F Ab Eb F,1 b3 5 b7 ,
Fm7,m7,13,x,13,13,13,x,2,x,3,3,3,x,F,,Eb,Ab,C,,1,,b7,b3,5,,13-x-13-13-13-x,2-x-3-3-3-x,F Eb Ab C,1 b3 5 b7 ,
Fm7,m7,x,8,10,8,9,8,x,1,3,1,2,1,,F,C,Eb,Ab,C,,1,5,b7,b3,5,x-8-10-8-9-8,x-1-3-1-2-1,F C Eb Ab C,1 b3 5 b7 ,
Fm7,m7,x,x,1,1,1,1,0,0,1,1,1,1,,,Eb,Ab,C,F,,,b7,b3,5,1,x-x-1-1-1-1,0-0-1-1-1-1,Eb Ab C F,1 b3 5 b7 ,
Fm7,m7,x,x,3,5,4,4,x,x,1,4,2,3,,,F,C,Eb,Ab,,,1,5,b7,b3,x-x-3-5-4-4,x-x-1-4-2-3,F C Eb Ab,1 b3 5 b7 ,
Fm7,m7,x,x,10,10,9,11,x,x,2,3,1,4,,,C,F,Ab,Eb,,,5,1,b3,b7,x-x-10-10-9-11,x-x-2-3-1-4,C F Ab Eb,1 b3 5 b7 ,
Fm7b5,m7b5,13,x,13,13,12,x,2,x,3,4,1,x,F,,Eb,Ab,B,,1,,b7,b3,b5,,13-x-13-13-12-x,2-x-3-4-1-x,F Eb Ab B,1 b3 b5 b7 ,
Fm7b5,m7b5,x,6,6,4,6,x,x,2,3,1,4,x,,Eb,Ab,B,F,,,b7,b3,b5,1,,x-6-6-4-6-x,x-2-3-1-4-x,Eb Ab B F,1 b3 b5 b7 ,
Fm7b5,m7b5,x,8,9,8,9,x,x,1,3,2,4,x,,F,B,Eb,Ab,,,1,b5,b7,b3,,x-8-9-8-9-x,x-1-3-2-4-x,F B Eb Ab,1 b3 b5 b7 ,
Fm7b5,m7b5,x,11,x,10,12,11,x,2,x,1,4,3,,Ab,,F,B,Eb,,b3,,1,b5,b7,x-11-x-10-12-11,x-2-x-1-4-3,Ab F B Eb,1 b3 b5 b7 ,
Fm7b5,m7b5,x,x,3,4,4,4,0,0,1,2,3,4,,,F,B,Eb,Ab,,,1,b5,b7,b3,x-x-3-4-4-4,0-0-1-2-3-4,F B Eb Ab,1 b3 b5 b7 ,
Fm7b5,m7b5,x,x,3,4,4,4,x,x,1,3,3,3,,,F,B,Eb,Ab,,,1,b5,b7,b3,x-x-3-4-4-4,x-x-1-3-3-3,F B Eb Ab,1 b3 b5 b7 ,
Fm9,m9,13,15,13,13,13,15,1,2,1,1,1,3,F,C,Eb,Ab,C,G,1,5,b7,b3,5,2,13-15-13-13-13-15,1-2-1-1-1-3,F C Eb Ab C G,1 2 b3 5 b7 ,
Fm9,m9,x,8,6,8,8,x,x,2,1,3,4,x,,F,Ab,Eb,G,,,1,b3,b7,2,,x-8-6-8-8-x,x-2-1-3-4-x,F Ab Eb G,1 2 b3 b7 ,
Fm9,m9,x,11,x,12,13,11,x,1,x,3,4,2,,Ab,,G,C,Eb,,b3,,2,5,b7,x-11-x-12-13-11,x-1-x-3-4-2,Ab G C Eb,2 b3 5 b7 ,
Fm9,m9,x,x,1,1,1,3,0,0,1,1,1,4,,,Eb,Ab,C,G,,,b7,b3,5,2,x-x-1-1-1-3,0-0-1-1-1-4,Eb Ab C G,2 b3 5 b7 ,
Fm9,m9,x,x,3,1,4,3,x,x,2,1,4,3,,,F,Ab,Eb,G,,,1,b3,b7,2,x-x-3-1-4-3,x-x-2-1-4-3,F Ab Eb G,1 2 b3 b7 ,
Fm9,m9,x,x,6,8,8,8,x,x,1,3,3,3,,,Ab,Eb,G,C,,,b3,b7,2,5,x-x-6-8-8-8,x-x-1-3-3-3,Ab Eb G C,2 b3 5 b7 ,
Fm9(maj7),m9(maj7),1,3,2,1,1,3,1,3,2,1,1,4,F,C,E,Ab,C,G,1,5,7,b3,5,2,1-3-2-1-1-3,1-3-2-1-1-4,F C E Ab C G,1 2 b3 5 7 ,
Fm9(maj7),m9(maj7),x,8,6,9,8,x,x,2,1,4,3,x,,F,Ab,E,G,,,1,b3,7,2,,x-8-6-9-8-x,x-2-1-4-3-x,F Ab E G,1 2 b3 7 ,
Fm9(maj7),m9(maj7),x,11,10,9,8,8,x,4,3,2,1,1,,Ab,C,E,G,C,,b3,5,7,2,5,x-11-10-9-8-8,x-4-3-2-1-1,Ab C E G C,2 b3 5 7 ,
Fm9(maj7),m9(maj7),x,x,6,5,5,3,x,x,4,2,3,1,,,Ab,C,E,G,,,b3,5,7,2,x-x-6-5-5-3,x-x-4-2-3-1,Ab C E G,2 b3 5 7 ,
Fm9(maj7),m9(maj7),x,x,14,13,13,15,x,x,2,1,1,3,,,E,Ab,C,G,,,7,b3,5,2,x-x-14-13-13-15,x-x-2-1-1-3,E Ab C G,2 b3 5 7 ,
Fm9b5,m9b5,4,x,5,4,4,x,1,x,4,2,3,x,Ab,,G,B,Eb,,b3,,2,b5,b7,,4-x-5-4-4-x,1-x-4-2-3-x,Ab G B Eb,2 b3 b5 b7 ,
Fm9b5,m9b5,13,14,13,13,16,15,1,2,1,1,4,3,F,B,Eb,Ab,Eb,G,1,b5,b7,b3,b7,2,13-14-13-13-16-15,1-2-1-1-4-3,F B Eb Ab Eb G,1 2 b3 b5 b7 ,
